tconst,originalTitle,titleType,startYear,genres,runtimeMinutes,akas_title,region,averageRating,numVotes,overview,poster_path,production_countries
tt0310124,O Beautiful,short,2002,"['Drama', 'Short']",29,Ô Belle Amérique,FR,7.1,667,"Being gay bashed and left in a corn field in rural America takes an unusual turn when one of the bashers returns with remorse and a secret.  In a unique narrative style O beautiful is the story of a young man who is the victim of a hate crime. Left to suffer in the middle of a cornfield, he is soon helped by one of his attackers. A gripping story of acceptance and tolerance, this story explores the often misunderstood struggles of LGBT youth.",/u5qOBXROoUfNtvcV08C74ukAuIY.jpg,['US']
tt0393932,Varezhka,short,1967,"['Animation', 'Short']",10,La moufle,FR,7.7,670,"Short soviet animated movie about a girl who wants a dog, while her mother does not approve. The girl then starts playing with her mitten, pretending that it is a dog...",/9K08tuaS1fDSSi6ZDFCVTtbRVxV.jpg,['SU']
tt0072410,Winnie the Pooh and Tigger Too,short,1974,"['Animation', 'Comedy', 'Family']",25,Winnie l'ourson et le Tigre fou,FR,7.8,3007,"Rabbit is tired of Tigger always bouncing him, so he gets Pooh and Piglet together to come up with an idea to get the bounce out of Tigger. Then, Tigger and little Roo go out for a bounce and get caught in a tree.",/331cCojxS1JJhPmit4wsOebBPGF.jpg,['US']
tt0437300,Lisa i zayats,short,1973,"['Animation', 'Family', 'Short']",12,La renarde et le lièvre,FR,7.2,693,"As winter gives way to spring in the Russian wilderness, a crafty fox promptly expels a defenceless hare from his warm, comfortable residence, claiming the house for himself and leaving the poor owner to sleep outside under the stars. An assortment of compassionate animals – a wolf, a bear, a bull – take pity on the disheartened hare, and attempt to evict the cunning fox, but to no avail. Along comes a hilariously militant rooster, proud and tenacious, who marches into the hare's house and doesn't give up until the fox has been hounded back into the wilderness.",/dzajMiBdmJHBoJVugzZ91T6Vwry.jpg,['SU']
tt1687221,Eu Não Quero Voltar Sozinho,short,2010,"['Drama', 'Romance', 'Short']",17,Je ne veux pas rentrer seul,FR,8.2,7929,"The arrival of a new student in school changes Leonardo's life. This 15 year-old blind teenager has to deal with the jealousy of his friend Giovana while figuring out the new feelings he's having towards his new friend, Gabriel.",/c0dVfg5wwiYzlYl9QsmrtWiwM6d.jpg,['BR']
tt1118665,Kafuka: Inaka isha,short,2007,"['Animation', 'Horror', 'Short']",21,"Un medecin de campagne, de Kafka",FR,7.3,1414,"A hapless country doctor describes with breathless urgency a night-time summons to attend a young patient. Events soon take on a surreal aspect as ""unearthly horses"" transport him instantaneously to the bedside. The doctor, preoccupied with personal distractions and grievances against those he is employed to care for, fails to find what is revealed to be a vile, fatal wound. He is humiliated by the villagers, who are ""always expecting the impossible from the doctor,"" and doomed to an endless return trip, losing everything.",/mLTTzBADZdWDsytoVIcs0MAsUly.jpg,['JP']
tt1332537,Kanikuly Bonifatsiya,short,1965,"['Animation', 'Family', 'Short']",21,Les Vacances du lion Boniface,FR,7.1,1383,"A circus lion goes on holiday to Africa, but his circus skills doesn't let him be.
 Based on the tale of the Czech writer Milos Macourek ""Boniface and his nephews»",/jvAfKEuYUr21JUS3A4tnjGD0ZdC.jpg,['SU']
tt2112900,Assassin's Creed: Embers,short,2011,"['Action', 'Animation', 'Drama']",21,Assassin's Creed: Embers,FR,7.5,2542,"Taking place after the events of Assassin's Creed: Revelations in the year 1524 in Tuscany, follow the retired Assassin Ezio Auditore as he teams up with Shao Jun during his final battles.",/6aeKG4ko7hAd80sakNw49ktrcPE.jpg,['CA']
tt0055715,...A Valparaíso,short,1963,"['Documentary', 'Short']",27,...à Valparaiso,FR,7.5,1418,"In 1962 Joris Ivens was invited to Chile for teaching and filmmaking. Together with students he made …À Valparaiso, one of his most poetic films. Contrasting the prestigious history of the seaport with the present the film sketches a portrait of the city, built on 42 hills, with its wealth and poverty, its daily life on the streets, the stairs, the rack railways and in the bars. Although the port has lost its importance, the rich past is still present in the impoverished city. The film echoes this ambiguous situation in its dialectical poetic style, interweaving the daily life reality (of 1963) with the history of the city and changing from black and white to colour, finally leaving us with hopeful perspective for the children who are playing on the stairs and hills of this beautiful town.",/meaV1OEdBgFt0iQ3NVoGr9mv1cN.jpg,"['CL', ' FR']"
tt0056884,La boulangère de Monceau,short,1963,"['Romance', 'Short']",23,La boulangère de Monceau,FR,7.3,5611,"Early new wave effort from Rohmer, which was the first of his six moral tales. It concerns a young man who approaches a girl in the street, but after several days without seeing her again, he becomes involved with the girl in the local bakery. Eventually, he has to choose between them when he arranges dates with them on the same day.",/zSNRv4hvTwNnOYKbWZNPjiilW7H.jpg,"['DZ', ' FR']"
tt2033372,Small Fry,short,2011,"['Animation', 'Comedy', 'Family']",7,Mini Buzz,FR,7.0,8822,A fast food restaurant mini variant of Buzz forcibly switches places with the real Buzz and his friends have to deal with the obnoxious impostor.,/8siICxMft0JSWZDq9YrXh5U5PZx.jpg,['US']
tt1957945,La Luna,short,2011,"['Animation', 'Drama', 'Family']",7,La lune,FR,7.9,17389,"A young boy comes of age in the most peculiar of circumstances. Tonight is the very first time his Papa and Grandpa are taking him to work. In an old wooden boat they row far out to sea, and with no land in sight, they stop and wait. A big surprise awaits the boy as he discovers his family's most unusual line of work. Should he follow the example of his Papa, or his Grandpa? Will he be able to find his own way in the midst of their conflicting opinions and timeworn traditions?",/5dG0forPwfYMoL9hGzNvjgDgasl.jpg,['US']
tt1121969,Sleeping Betty,short,2007,"['Animation', 'Comedy', 'Fantasy']",9,Isabelle au bois dormant,FR,7.7,578,"Princess Betty sleeps in a narcoleptic stupor. The king appeals to his subjects to wake her, and several respond: Uncle Henry VIII, Aunt Victoria, an emotional alien, a cool witch and a handsome prince. This worthy Prince Charles lookalike has to leave his royal suburb to save the princess, but will Betty be wakened with just a kiss?",/waPe0uuR1MJOi4RMWqLLmpbHaI1.jpg,['CA']
tt0056884,La boulangère de Monceau,short,1963,"['Romance', 'Short']",23,Six contes moraux 1: La boulangère de Monceau,FR,7.3,5611,"Early new wave effort from Rohmer, which was the first of his six moral tales. It concerns a young man who approaches a girl in the street, but after several days without seeing her again, he becomes involved with the girl in the local bakery. Eventually, he has to choose between them when he arranges dates with them on the same day.",/zSNRv4hvTwNnOYKbWZNPjiilW7H.jpg,"['DZ', ' FR']"
tt0108377,Trail Mix-Up,short,1993,"['Adventure', 'Animation', 'Comedy']",8,Panique au pique-nique,FR,7.1,1211,"During a picnic, Baby Herman follows a beaver into a perilous sawmill - with Roger Rabbit in frantic pursuit.",/7FOzVF0CuBn3oOJOoHAg9JR0Ru2.jpg,['US']
tt0054593,The Abominable Snow Rabbit,short,1961,"['Adventure', 'Animation', 'Comedy']",7,L'Abominable Lapin des Neiges,FR,7.5,1097,"Bugs and Daffy get lost on the way to Palm Springs and end up in the Himalayas, where they meet an Abominable Snowman who has always wanted a rabbit for a pet.",/77k2XXo6O8LmaVGuQP3bdIuRFbN.jpg,['US']
tt1778342,The Fantastic Flying Books of Mr. Morris Lessmore,short,2011,"['Adventure', 'Animation', 'Drama']",15,Les fantastiques livres volants de M. Morris Lessmore,FR,7.8,5851,"After a hurricane levels his city, a young man wanders into a mysterious library where books literally come to life.",/gy5GxLl5OsOLHtUWD0deYJiRO2A.jpg,['US']
tt0803764,Kontakt,short,1978,"['Animation', 'Comedy', 'Sci-Fi']",10,Kontakt,FR,7.0,582,A man walking on the fields encounters an alien visitor from outer space.,/lVcuvpMy4HnYZEUdjH0eelM3iy3.jpg,['SU']
tt0066813,Secha pri Kerzhentse,short,1971,"['Animation', 'Short', 'War']",10,La bataille de Kerjenets,FR,7.0,664,"The story is based on the legend of the Invisible City of Kitezh, which disappears under the waters of a lake to escape an attack by the Mongols.",/4wmCU1zvbYROMqHNClmIQ71QOg6.jpg,['SU']
tt0082209,Crac,short,1980,"['Animation', 'Drama', 'Family']",15,Crac,FR,7.4,1667,This short animation takes as its protagonist a wooden rocking chair that serves as a tool to delve in no more than 15 minutes on a journey through the history of Quebec in the last century.,/8fgvKKoZw3Pcg4cHAgLWBsILNoM.jpg,['CA']
tt0316342,Någonting har hänt,short,1987,"['Drama', 'Short']",24,Quelque chose est arrivé,FR,7.4,753,A look at the true origins of the AIDS virus and the effect of the deadly disease upon a modern world.,/tfCmcAaluvvXGMS8sNvAnDpSTQP.jpg,['SE']
tt1255891,Next Floor,short,2008,"['Comedy', 'Short']",11,Next Floor,FR,7.4,6901,"During an opulent and luxurious banquet, complete with hordes of servers and valets, eleven pampered guests participate in what appears to be a ritualistic gastronomic carnage. In this absurd and grotesque universe, an unexpected sequence of events destabilizes the endless symphony of abundance.",/1HBizk472Kb0SY8NM8XTbig2xpm.jpg,['CA']
tt0085816,"Kyvadlo, jáma a nadeje",short,1983,"['Animation', 'Fantasy', 'Horror']",15,"Le puits, le pendule et l'espoir",FR,7.6,1074,"A short film based on Edgar Allan Poe's ""The Pit and the Pendulum"" and Auguste Villiers de l'Isle-Adam's ""A Torture by Hope"".",/pEF1m8IgACAtoEoHEJ6UwcAuofR.jpg,['XC']
tt1114718,How to Hook Up Your Home Theater,short,2007,"['Animation', 'Comedy', 'Family']",6,Comment brancher son home cinéma,FR,7.2,2301,"Goofy tries to set up his new home theater in time for the big game, with disastrous results.",/eHU8HfMozjS6bC8APU4Ik3l3zXs.jpg,['US']
tt0059146,Elégia,short,1966,"['Drama', 'Short']",19,Élégie,FR,7.4,542,Often called a “film poem” or a “film symphonie” Huszárik’s masterpiece consists of montages of horses from the dawn of time to the modern times from cave paintings to horse races. (MUBI),/kM4V4NJVEEHSAHJ8aePaM42QDKc.jpg,['HU']
tt1999845,Boro in the Box,short,2011,"['Fantasy', 'Short']",40,Boro in the Box,FR,7.3,674,"From its epic conception to its film death, the fantasized and fictitious portrait of the film-maker Walerian Borowczyk : Boro-in-the-box discovers a cruel and obscene world, crosses commonplace and colorful adventures, from Poland to Paris, caressing erotic birds and organic cameras in a phantasmagorical alphabet primer.",/4f8hpNUM2QHwHBacypx5Xj3pq99.jpg,['FR']
tt2394097,Wrong Cops: Chapter 1,short,2012,"['Comedy', 'Short']",13,Wrong Cops: Chapter 1,FR,7.1,618,"Duke, a crooked and music-mad cop, patrols in Los Angeles’ streets, music blasting and meets a young techno lover, David Dolores Frank. Appalled by the musical tastes of the young adolescent, Duke decides to give him a good music lesson.",/1RFGl1lktCzlSrAoTdroQY9vkmW.jpg,['']
tt1408309,Protect Me from What I Want,short,2009,"['Romance', 'Short']",14,Protégez-moi de ce que je veux,FR,7.4,1542,"Saleem is an Indian student living in Leeds with his parents. He meets Daz at a gay cruising spot, and they have a night of mutually enjoyable sex. Saleem is nonetheless ashamed of himself and what he has done the next day.",/1VLBjHHaCa2h1NiQ1cysq9kWzlq.jpg,['GB']
tt2175842,The Longest Daycare,short,2012,"['Animation', 'Comedy', 'Family']",5,Dure journée pour Maggie,FR,7.2,6209,"In this Oscar-nominated short from The Simpsons, Maggie must navigate an eventful first day in daycare. At the Ayn Rand School for Tots, Maggie is diagnosed with average intelligence. Barred from the gifted children, she longs to escape from her glue-guzzling classmates. But when a lonely caterpillar befriends her, she makes it her mission to save it from a ruthless butterfly smashing toddler",/muCMEJrYw6B06Zttn879nYtCGvS.jpg,['US']
tt0820971,Le Mozart des pickpockets,short,2006,"['Comedy', 'Crime', 'Short']",31,Le Mozart des pickpockets,FR,7.0,978,"Richard and Philippe live hand to mouth, backing up a gang of Spanish pickpockets on the streets of Paris, posing as policemen who arrest a gang member while the others rifle the pockets and purses of gawkers. When all of the gang except Richard and Philippe are pinched, things look grim. Plus, Richard insists that they take in a wide-eyed immigrant lad, a deaf-mute left behind in the arrests. Philippe suggests a three-person pickpocket trick, using the boy, but when that goes spectacularly badly, they hit rock bottom. Then, at the cinema, the lad finds a solution. It's time to celebrate.",/c1J3GExIvB8rQWmgyxuMhRXJqrV.jpg,['']
tt1441320,Les amours de la pieuvre,short,1967,"['Documentary', 'Short']",13,Les amours de la pieuvre,FR,7.1,576,"An octopus slithers into a narrow crack near the shore; we see its eye up close. It feeds on a crab. In spring it's time to mate. A male grabs a female; he inserts his third arm in her respiratory cavity. We watch another pair: a larger female is the aggressor here. Mating is repeated over hours and days. The female releases strings of fertilized eggs that hang from the roof of a nest. She guards her spawn for a month, fanning the strings to circulate water for oxygen and cleanliness.",/6gYPgIl7lG8uY59gUgTxmgwygj5.jpg,['FR']
tt0304394,Meska sprawa,short,2001,"['Drama', 'Short']",26,Une affaire d'hommes,FR,7.7,549,"13-year-old Bartek tries desperately to hide the fact that his father beats him. Lonely and with no support from his mother or his school, tyrannized by his soccer coach, the boy finds his only friend in an old dying stray dog.",/lTDCP7PSx4RV2vvTDAW2J950MtN.jpg,['PL']
tt1843214,Mourir auprès de toi,short,2011,"['Adventure', 'Animation', 'Comedy']",6,Mourir auprès de toi,FR,7.1,702,Designer Olympia Le-Tan's embroidered clutch-bags spring to life in director Spike Jonze’s tragicomic stop-motion animation.,/iQZUoVXZE56CaifmUPrHEOZcVIu.jpg,['FR']
tt0054854,Surogat,short,1961,"['Animation', 'Comedy', 'Family']",10,Le succêdanê,FR,7.2,1312,Simple story about the man who goes to the beach and uses inflatable objects for all of his needs.,/pSoP87jXYlmrCO5KouVYkVnqsb.jpg,['YU']
tt0084046,Hamsarayan,short,1982,"['Drama', 'Short']",17,Le choeur,FR,7.2,726,An old man with a hearing aid tires of listening to the noises of the town. But when he takes his aid out he can't hear his grandchildren coming to see him.,/xQjghQBeA6H2dLT6HtFMdSJTcIF.jpg,['IR']
tt2326094,Aya,short,2012,"['Drama', 'Music', 'Romance']",40,Aya,FR,7.2,950,"When Thomas Overby mistakenly believes Aya is his assigned driver, she spontaneously decides to go along with the charade and drives him to Jerusalem. A stiff and guarded pianist, Overby is intrigued by the impulsive though melancholy Aya. As they slowly begin to connect, the film takes us on a journey we hope will never end.",/uzQrJFGe1cAH9xQRu0Q01PcSVY4.jpg,"['FR', ' IL']"
tt1907704,L'accordeur,short,2010,"['Drama', 'Music', 'Short']",14,L'accordeur,FR,8.1,2368,"Adrien is a young pianist prodigy. He collapsed psychologically having failed in a renowned competition and henceforth works as a piano tuner. As remedy to this life, he invents a blind person's mask to penetrate into the intimacy of his customers. This subtlety allows Adrien to get back the taste for music. But since he sees things he should not see, Adrien ends up witnessing a murder.",/dcgtv6JNQhWd1vmWPray0Vfmr7L.jpg,['FR']
tt0355439,Shan shui qing,short,1988,"['Animation', 'Drama', 'Music']",19,Impression de montagne et d'eau,FR,7.6,596,The story is about an impoverished elderly scholar and a young girl who cares for him briefly in return for guqin lessons.,/fmHptsoiiOSXLSdS5p7UXdKPdX8.jpg,['CN']
tt0222743,Au bout du monde,short,1999,"['Animation', 'Comedy', 'Family']",8,Au bout du monde,FR,7.4,1317,"A family lives in a house that teeters precariously on the very tip of a mountain. The balance of the house is affected not only by the family that lives inside, but also their cow, dog, cat, a passing bird, and a man with a couple of sheep who returns in a car. The slopes of the hill themselves also seem rather slippery at times.",/kfEugmHx7oZroE58vP8l8o6Gf0F.jpg,['FR']
tt1592502,8,short,2010,"['Short', 'War']",9,8,FR,7.4,1220,"In the depths of a snowy forest in an unknown wartime, two soldiers from opposing armies try to outwit each other in a perilous game of cat and mouse - until they find themselves outplayed by destiny.",/3ZCNQhqNkUKzdZAveZu3IwroqZ5.jpg,['CH']
tt0179389,Oncle Yanco,short,1967,"['Documentary', 'Short']",18,Uncle Yanco,FR,7.4,1613,"While in San Francisco for the promotion of her last film in October 1967, Agnès Varda, tipped by her friend Tom Luddy, gets to know a relative she had never heard of before, Jean Varda, nicknamed ""Yanco"". This hitherto unknown uncle lives on a boat in Sausalito, is a painter, has adopted a hippie lifestyle and loves life. The meeting is a very happy one.",/4ONQa3uZJd1gDjYDGBFWmiEQOYg.jpg,"['US', ' FR']"
tt3824386,Lava,short,2014,"['Animation', 'Family', 'Fantasy']",7,Lava,FR,7.2,19857,"Inspired by the isolated beauty of tropical islands and the explosive allure of ocean volcanoes, Lava is a musical love story that takes place over millions of years.",/n7C5rbdwEsVGdzBTayjjhavB8b9.jpg,['US']
tt3572618,Supervenus,short,2014,"['Animation', 'Drama', 'Short']",3,Supervenus,FR,7.5,579,An update of our classic human anatomy.,/rUd8AT5oPBacoPeuFK1wFwODtLM.jpg,['FR']
tt3900758,Stop-and-Cop Interactive,short,2009,"['Action', 'Short']",13,Stop-and-Cop Interactive,FR,8.9,1854,"STOP + Cop = ""Stop"" or ""Slow down"" ? Make the right choice. An interactice movie by Ken Arsyn.",/sp1Qd1pmDpoW1gKhJHLHtpxRLFM.jpg,['FR']
tt3889320,BoOzy' OS et la Gemme de Cristal,short,2013,"['Adventure', 'Animation', 'Comedy']",5,BoOzy' OS et la Gemme de Cristal,FR,7.3,1669,"Coming from outer space, an intergalactic cow invites BoOzy’ OS to join the biggest animation film festival of the universe. BoOzy’ imagines himself winning the competition and decides to seek the famous ""Cristal"" of Annecy, with the help of OSmic the Hedgeh' OS and other cool dudes. But the dark paunchy Mari' OS is determined to recover the loot before him.",/h9oWPpw2Gz4tole7UZkmDymFmJu.jpg,['FR']
tt0114884,De wachtkamer,short,1996,"['Drama', 'Romance', 'Short']",29,La salle d'attente,FR,7.3,627,"A large train station, it might be anywhere in a big city. Waiting passengers, some are curiously observing each other, some are too much involved with their own petty problems to pay attention to anything else. Our man, self- assured, practically undresses some of the woman present with his eyes, at least as long as his wife is absent, trying to get them some coffee. A beauty in blue returns his challenging looks, he can hardly believe it's true. Obviously, it is his lucky day today. By the time his wife returns our man has experienced some astonishing things under the watchful eyes of the fellow passengers. And most probably he will be much more reserved next time he sees a beautiful blonde.",/erkWD3jjpMhJiMQfM7kmcndJKwo.jpg,"['NL', ' DE']"
tt3612232,Boogaloo and Graham,short,2014,"['Comedy', 'Drama', 'Short']",14,Boogaloo & Graham,FR,7.3,1153,In 1970's Belfast two young boys discover the facts of life aided by the help of their pet chickens.,/7G3sDcnsKkotYrznOeWfsNKxF5l.jpg,['GB']
